ONSConstID,ConstituencyName,RegionID,RegionName,CON# All categories ,CON# Not in employment,CON# In Employement ,CON# Work mainly at or from home,"CON%
Work mainly at or from home","REG% 
Work mainly at or from home","E&W% 
Work mainly at or from home","CON# Underground, metro, light rail, tram","CON% Underground, metro, light rail, tram","REG% Underground, metro, light rail, tram","E&W% Underground, metro, light rail, tram",CON# Train,CON% Train,REG% Train,E&W% Train,"CON# Bus, minibus or coach","CON% Bus, minibus or coach","REG% Bus, minibus or coach","E&W% Bus, minibus or coach",CON# Taxi,CON% Taxi,REG% Taxi,E&W% Taxi,"CON# Motorcycle, scooter or moped","CON% Motorcycle, scooter or moped","REG% Motorcycle, scooter or moped","E&W% Motorcycle, scooter or moped",CON# Driving a car or van,CON% Driving a car or van,REG% Driving a car or van,E&W% Driving a car or van,CON# Passenger in a car or van,CON% Passenger in a car or van,REG% Passenger in a car or van,E&W% Passenger in a car or van,CON# Bicycle,CON% Bicycle,REG% Bicycle,E&W% Bicycle,CON# On foot,CON% On foot,REG% On foot,E&W% On foot,CON# Other method of travel to work,CON% Other method of travel to work,REG% Other method of travel to work,E&W% Other method of travel to work
E14000901,Romsey and Southampton North,E12000008,South East,"65,881","24,273","41,608","2,924",7%,7%,5%,74,0%,0%,4%,"1,387",3%,7%,5%,"1,608",4%,4%,7%,126,0%,0%,1%,341,1%,1%,1%,"27,452",66%,61%,58%,"2,074",5%,5%,5%,"1,470",4%,3%,3%,"3,808",9%,11%,11%,344,1%,1%,1%
E14000907,Runnymede and Weybridge,E12000008,South East,"75,180","23,591","51,589","3,668",7%,7%,5%,286,1%,0%,4%,"5,772",11%,7%,5%,861,2%,4%,7%,136,0%,0%,1%,524,1%,1%,1%,"31,940",62%,61%,58%,"1,783",3%,5%,5%,"1,412",3%,3%,3%,"4,830",9%,11%,11%,377,1%,1%,1%
E14000918,Sevenoaks,E12000008,South East,"66,667","21,136","45,531","3,477",8%,7%,5%,220,0%,0%,4%,"9,524",21%,7%,5%,757,2%,4%,7%,185,0%,0%,1%,475,1%,1%,1%,"25,098",55%,61%,58%,"1,652",4%,5%,5%,379,1%,3%,3%,"3,453",8%,11%,11%,311,1%,1%,1%
E14000927,Sittingbourne and Sheppey,E12000008,South East,"78,576","28,974","49,602","2,265",5%,7%,5%,77,0%,0%,4%,"3,068",6%,7%,5%,"1,023",2%,4%,7%,217,0%,0%,1%,481,1%,1%,1%,"32,820",66%,61%,58%,"2,904",6%,5%,5%,"1,100",2%,3%,3%,"5,359",11%,11%,11%,288,1%,1%,1%
E14000930,Slough,E12000008,South East,"95,759","31,839","63,920","1,970",3%,7%,5%,671,1%,0%,4%,"4,595",7%,7%,5%,"4,663",7%,4%,7%,451,1%,0%,1%,403,1%,1%,1%,"38,906",61%,61%,58%,"3,988",6%,5%,5%,"1,532",2%,3%,3%,"6,331",10%,11%,11%,410,1%,1%,1%
E14000948,South Thanet,E12000008,South East,"68,303","27,855","40,448","2,454",6%,7%,5%,91,0%,0%,4%,"1,582",4%,7%,5%,"2,375",6%,4%,7%,246,1%,0%,1%,399,1%,1%,1%,"24,236",60%,61%,58%,"2,604",6%,5%,5%,"1,152",3%,3%,3%,"5,003",12%,11%,11%,306,1%,1%,1%
E14000953,South West Surrey,E12000008,South East,"72,728","21,997","50,731","5,084",10%,7%,5%,153,0%,0%,4%,"6,108",12%,7%,5%,822,2%,4%,7%,81,0%,0%,1%,369,1%,1%,1%,"30,443",60%,61%,58%,"1,896",4%,5%,5%,741,1%,3%,3%,"4,700",9%,11%,11%,334,1%,1%,1%
E14000955,"Southampton, Itchen",E12000008,South East,"77,206","26,878","50,328","1,584",3%,7%,5%,48,0%,0%,4%,"1,253",2%,7%,5%,"4,921",10%,4%,7%,218,0%,0%,1%,661,1%,1%,1%,"29,362",58%,61%,58%,"3,268",6%,5%,5%,"1,727",3%,3%,3%,"6,884",14%,11%,11%,402,1%,1%,1%
E14000956,"Southampton, Test",E12000008,South East,"80,717","29,686","51,031","1,612",3%,7%,5%,49,0%,0%,4%,"1,637",3%,7%,5%,"4,501",9%,4%,7%,262,1%,0%,1%,449,1%,1%,1%,"25,655",50%,61%,58%,"3,569",7%,5%,5%,"2,900",6%,3%,3%,"10,041",20%,11%,11%,356,1%,1%,1%
E14000959,Spelthorne,E12000008,South East,"69,916","19,755","50,161","2,393",5%,7%,5%,657,1%,0%,4%,"4,022",8%,7%,5%,"2,592",5%,4%,7%,121,0%,0%,1%,717,1%,1%,1%,"33,056",66%,61%,58%,"1,840",4%,5%,5%,"1,337",3%,3%,3%,"3,158",6%,11%,11%,268,1%,1%,1%
E14000983,Surrey Heath,E12000008,South East,"77,074","21,472","55,602","4,013",7%,7%,5%,111,0%,0%,4%,"3,623",7%,7%,5%,"1,051",2%,4%,7%,87,0%,0%,1%,424,1%,1%,1%,"39,126",70%,61%,58%,"2,150",4%,5%,5%,935,2%,3%,3%,"3,647",7%,11%,11%,435,1%,1%,1%
E14000997,Tonbridge and Malling,E12000008,South East,"70,075","21,804","48,271","3,658",8%,7%,5%,117,0%,0%,4%,"7,571",16%,7%,5%,787,2%,4%,7%,146,0%,0%,1%,388,1%,1%,1%,"28,315",59%,61%,58%,"1,904",4%,5%,5%,669,1%,3%,3%,"4,462",9%,11%,11%,254,1%,1%,1%
E14001004,Tunbridge Wells,E12000008,South East,"75,193","22,347","52,846","4,356",8%,7%,5%,120,0%,0%,4%,"7,948",15%,7%,5%,"1,280",2%,4%,7%,173,0%,0%,1%,330,1%,1%,1%,"27,719",52%,61%,58%,"2,112",4%,5%,5%,631,1%,3%,3%,"7,886",15%,11%,11%,291,1%,1%,1%
E14001015,Wantage,E12000008,South East,"76,841","20,497","56,344","3,935",7%,7%,5%,96,0%,0%,4%,"2,335",4%,7%,5%,"1,764",3%,4%,7%,87,0%,0%,1%,478,1%,1%,1%,"36,593",65%,61%,58%,"2,496",4%,5%,5%,"2,388",4%,3%,3%,"5,856",10%,11%,11%,316,1%,1%,1%
E14001023,Wealden,E12000008,South East,"72,347","23,116","49,231","4,935",10%,7%,5%,108,0%,0%,4%,"3,579",7%,7%,5%,"1,012",2%,4%,7%,111,0%,0%,1%,263,1%,1%,1%,"31,935",65%,61%,58%,"2,144",4%,5%,5%,468,1%,3%,3%,"4,368",9%,11%,11%,308,1%,1%,1%
E14001041,Winchester,E12000008,South East,"70,304","23,221","47,083","3,916",8%,7%,5%,95,0%,0%,4%,"3,075",7%,7%,5%,"1,746",4%,4%,7%,77,0%,0%,1%,359,1%,1%,1%,"27,582",59%,61%,58%,"1,874",4%,5%,5%,"1,091",2%,3%,3%,"6,931",15%,11%,11%,337,1%,1%,1%
E14001042,Windsor,E12000008,South East,"73,844","20,358","53,486","4,403",8%,7%,5%,283,1%,0%,4%,"3,993",7%,7%,5%,983,2%,4%,7%,201,0%,0%,1%,413,1%,1%,1%,"35,015",65%,61%,58%,"1,890",4%,5%,5%,"1,224",2%,3%,3%,"4,632",9%,11%,11%,449,1%,1%,1%
E14001046,Witney,E12000008,South East,"76,163","19,648","56,515","4,516",8%,7%,5%,87,0%,0%,4%,"1,053",2%,7%,5%,"2,444",4%,4%,7%,101,0%,0%,1%,495,1%,1%,1%,"36,866",65%,61%,58%,"2,588",5%,5%,5%,"2,315",4%,3%,3%,"5,777",10%,11%,11%,273,0%,1%,1%
E14001047,Woking,E12000008,South East,"76,604","21,704","54,900","3,682",7%,7%,5%,214,0%,0%,4%,"8,524",16%,7%,5%,"1,231",2%,4%,7%,191,0%,0%,1%,430,1%,1%,1%,"31,603",58%,61%,58%,"2,027",4%,5%,5%,"1,550",3%,3%,3%,"5,141",9%,11%,11%,307,1%,1%,1%
E14001048,Wokingham,E12000008,South East,"73,619","19,456","54,163","4,252",8%,7%,5%,117,0%,0%,4%,"3,635",7%,7%,5%,"1,744",3%,4%,7%,85,0%,0%,1%,337,1%,1%,1%,"36,881",68%,61%,58%,"1,906",4%,5%,5%,"1,245",2%,3%,3%,"3,688",7%,11%,11%,273,1%,1%,1%
E14001055,Worthing West,E12000008,South East,"66,019","23,271","42,748","2,516",6%,7%,5%,53,0%,0%,4%,"2,656",6%,7%,5%,"1,376",3%,4%,7%,128,0%,0%,1%,441,1%,1%,1%,"25,864",61%,61%,58%,"2,143",5%,5%,5%,"2,027",5%,3%,3%,"5,308",12%,11%,11%,236,1%,1%,1%
E14001056,Wycombe,E12000008,South East,"78,659","24,408","54,251","3,397",6%,7%,5%,398,1%,0%,4%,"2,489",5%,7%,5%,"2,813",5%,4%,7%,255,0%,0%,1%,363,1%,1%,1%,"35,442",65%,61%,58%,"2,775",5%,5%,5%,552,1%,3%,3%,"5,442",10%,11%,11%,325,1%,1%,1%
E14000547,Bath,E12000009,South West,"68,013","26,185","41,828","3,277",8%,7%,5%,79,0%,0%,4%,"2,294",5%,2%,5%,"3,375",8%,5%,7%,159,0%,0%,1%,362,1%,1%,1%,"17,455",42%,62%,58%,"1,797",4%,5%,5%,"1,630",4%,4%,3%,"11,130",27%,14%,11%,270,1%,1%,1%
E14000584,Bournemouth East,E12000009,South West,"75,649","25,026","50,623","2,829",6%,7%,5%,77,0%,0%,4%,"1,018",2%,2%,5%,"4,238",8%,5%,7%,185,0%,0%,1%,554,1%,1%,1%,"29,886",59%,62%,58%,"2,591",5%,5%,5%,"2,568",5%,4%,3%,"6,325",12%,14%,11%,352,1%,1%,1%
E14000585,Bournemouth West,E12000009,South West,"74,818","28,102","46,716","2,321",5%,7%,5%,73,0%,0%,4%,643,1%,2%,5%,"4,123",9%,5%,7%,159,0%,0%,1%,620,1%,1%,1%,"27,782",59%,62%,58%,"2,374",5%,5%,5%,"2,031",4%,4%,3%,"6,242",13%,14%,11%,348,1%,1%,1%
E14000595,Bridgwater and West Somerset,E12000009,South West,"77,091","27,020","50,071","4,022",8%,7%,5%,46,0%,0%,4%,326,1%,2%,5%,937,2%,5%,7%,123,0%,0%,1%,469,1%,1%,1%,"31,947",64%,62%,58%,"2,697",5%,5%,5%,"2,253",4%,4%,3%,"6,936",14%,14%,11%,315,1%,1%,1%
E14000599,Bristol East,E12000009,South West,"70,061","22,595","47,466","1,574",3%,7%,5%,30,0%,0%,4%,430,1%,2%,5%,"5,167",11%,5%,7%,148,0%,0%,1%,732,2%,1%,1%,"28,338",60%,62%,58%,"2,788",6%,5%,5%,"2,806",6%,4%,3%,"5,225",11%,14%,11%,228,0%,1%,1%
E14000600,Bristol North West,E12000009,South West,"71,846","25,652","46,194","2,342",5%,7%,5%,64,0%,0%,4%,663,1%,2%,5%,"4,684",10%,5%,7%,105,0%,0%,1%,601,1%,1%,1%,"26,797",58%,62%,58%,"2,592",6%,5%,5%,"2,997",6%,4%,3%,"5,097",11%,14%,11%,252,1%,1%,1%
E14000601,Bristol South,E12000009,South West,"78,487","26,010","52,477","1,762",3%,7%,5%,48,0%,0%,4%,968,2%,2%,5%,"5,201",10%,5%,7%,151,0%,0%,1%,613,1%,1%,1%,"27,201",52%,62%,58%,"3,123",6%,5%,5%,"3,361",6%,4%,3%,"9,808",19%,14%,11%,241,0%,1%,1%
E14000602,Bristol West,E12000009,South West,"101,112","37,254","63,858","3,900",6%,7%,5%,145,0%,0%,4%,"2,089",3%,2%,5%,"5,164",8%,5%,7%,214,0%,0%,1%,429,1%,1%,1%,"22,393",35%,62%,58%,"1,730",3%,5%,5%,"7,047",11%,4%,3%,"20,338",32%,14%,11%,409,1%,1%,1%
E14000616,Camborne and Redruth,E12000009,South West,"62,589","24,323","38,266","2,480",6%,7%,5%,25,0%,0%,4%,418,1%,2%,5%,"1,011",3%,5%,7%,96,0%,0%,1%,496,1%,1%,1%,"26,818",70%,62%,58%,"2,272",6%,5%,5%,587,2%,4%,3%,"3,774",10%,14%,11%,289,1%,1%,1%
E14000623,Central Devon,E12000009,South West,"64,423","20,557","43,866","5,469",12%,7%,5%,44,0%,0%,4%,403,1%,2%,5%,"1,224",3%,5%,7%,89,0%,0%,1%,392,1%,1%,1%,"28,151",64%,62%,58%,"2,009",5%,5%,5%,671,2%,4%,3%,"5,092",12%,14%,11%,322,1%,1%,1%
E14000630,Cheltenham,E12000009,South West,"78,017","24,346","53,671","3,216",6%,7%,5%,84,0%,0%,4%,842,2%,2%,5%,"3,017",6%,5%,7%,100,0%,0%,1%,368,1%,1%,1%,"29,446",55%,62%,58%,"2,529",5%,5%,5%,"3,548",7%,4%,3%,"10,271",19%,14%,11%,250,0%,1%,1%
E14000635,Chippenham,E12000009,South West,"69,113","20,754","48,359","3,077",6%,7%,5%,51,0%,0%,4%,"1,810",4%,2%,5%,930,2%,5%,7%,134,0%,0%,1%,467,1%,1%,1%,"32,363",67%,62%,58%,"2,442",5%,5%,5%,"1,474",3%,4%,3%,"5,376",11%,14%,11%,235,0%,1%,1%
E14000638,Christchurch,E12000009,South West,"57,287","22,162","35,125","2,715",8%,7%,5%,41,0%,0%,4%,545,2%,2%,5%,954,3%,5%,7%,87,0%,0%,1%,440,1%,1%,1%,"24,662",70%,62%,58%,"1,576",4%,5%,5%,"1,440",4%,4%,3%,"2,443",7%,14%,11%,222,1%,1%,1%
E14000665,Devizes,E12000009,South West,"70,741","19,747","50,994","4,048",8%,7%,5%,95,0%,0%,4%,"1,154",2%,2%,5%,"1,236",2%,5%,7%,93,0%,0%,1%,400,1%,1%,1%,"30,924",61%,62%,58%,"2,265",4%,5%,5%,"1,525",3%,4%,3%,"8,813",17%,14%,11%,441,1%,1%,1%
E14000678,East Devon,E12000009,South West,"65,920","22,628","43,292","3,531",8%,7%,5%,52,0%,0%,4%,"1,325",3%,2%,5%,"1,678",4%,5%,7%,136,0%,0%,1%,481,1%,1%,1%,"26,562",61%,62%,58%,"2,083",5%,5%,5%,"1,390",3%,4%,3%,"5,555",13%,14%,11%,499,1%,1%,1%
E14000698,Exeter,E12000009,South West,"81,029","30,009","51,020","2,253",4%,7%,5%,45,0%,0%,4%,881,2%,2%,5%,"4,778",9%,5%,7%,199,0%,0%,1%,645,1%,1%,1%,"23,718",46%,62%,58%,"2,748",5%,5%,5%,"3,257",6%,4%,3%,"12,266",24%,14%,11%,230,0%,1%,1%
E14000702,Filton and Bradley Stoke,E12000009,South West,"68,420","19,668","48,752","1,997",4%,7%,5%,31,0%,0%,4%,952,2%,2%,5%,"2,777",6%,5%,7%,106,0%,0%,1%,681,1%,1%,1%,"32,481",67%,62%,58%,"2,420",5%,5%,5%,"2,505",5%,4%,3%,"4,606",9%,14%,11%,196,0%,1%,1%
E14000705,Forest of Dean,E12000009,South West,"63,488","22,286","41,202","3,245",8%,7%,5%,30,0%,0%,4%,379,1%,2%,5%,974,2%,5%,7%,55,0%,0%,1%,423,1%,1%,1%,"29,399",71%,62%,58%,"2,292",6%,5%,5%,506,1%,4%,3%,"3,646",9%,14%,11%,253,1%,1%,1%
E14000712,Gloucester,E12000009,South West,"81,931","25,546","56,385","1,810",3%,7%,5%,46,0%,0%,4%,392,1%,2%,5%,"4,298",8%,5%,7%,117,0%,0%,1%,624,1%,1%,1%,"36,032",64%,62%,58%,"3,384",6%,5%,5%,"2,810",5%,4%,3%,"6,612",12%,14%,11%,260,0%,1%,1%
E14000774,Kingswood,E12000009,South West,"63,147","17,785","45,362","1,691",4%,7%,5%,32,0%,0%,4%,251,1%,2%,5%,"2,936",6%,5%,7%,70,0%,0%,1%,709,2%,1%,1%,"32,372",71%,62%,58%,"2,562",6%,5%,5%,"1,625",4%,4%,3%,"2,951",7%,14%,11%,163,0%,1%,1%
E14000815,Mid Dorset and North Poole,E12000009,South West,"58,107","18,391","39,716","2,569",6%,7%,5%,39,0%,0%,4%,427,1%,2%,5%,"1,132",3%,5%,7%,59,0%,0%,1%,548,1%,1%,1%,"28,605",72%,62%,58%,"2,034",5%,5%,5%,"1,415",4%,4%,3%,"2,637",7%,14%,11%,251,1%,1%,1%
E14000835,Newton Abbot,E12000009,South West,"61,692","21,634","40,058","2,716",7%,7%,5%,34,0%,0%,4%,"1,174",3%,2%,5%,"1,119",3%,5%,7%,102,0%,0%,1%,459,1%,1%,1%,"26,420",66%,62%,58%,"2,223",6%,5%,5%,624,2%,4%,3%,"4,939",12%,14%,11%,248,1%,1%,1%
E14000837,North Cornwall,E12000009,South West,"63,370","23,112","40,258","4,470",11%,7%,5%,46,0%,0%,4%,169,0%,2%,5%,362,1%,5%,7%,162,0%,0%,1%,341,1%,1%,1%,"25,763",64%,62%,58%,"2,045",5%,5%,5%,494,1%,4%,3%,"6,001",15%,14%,11%,405,1%,1%,1%
E14000838,North Devon,E12000009,South West,"67,507","22,753","44,754","4,375",10%,7%,5%,38,0%,0%,4%,204,0%,2%,5%,"1,527",3%,5%,7%,150,0%,0%,1%,437,1%,1%,1%,"25,429",57%,62%,58%,"2,264",5%,5%,5%,"1,579",4%,4%,3%,"8,389",19%,14%,11%,362,1%,1%,1%
E14000839,North Dorset,E12000009,South West,"68,416","21,516","46,900","4,055",9%,7%,5%,87,0%,0%,4%,526,1%,2%,5%,546,1%,5%,7%,86,0%,0%,1%,353,1%,1%,1%,"32,158",69%,62%,58%,"2,067",4%,5%,5%,918,2%,4%,3%,"5,773",12%,14%,11%,331,1%,1%,1%
E14000846,North East Somerset,E12000009,South West,"62,537","19,507","43,030","3,235",8%,7%,5%,42,0%,0%,4%,757,2%,2%,5%,"2,097",5%,5%,7%,62,0%,0%,1%,529,1%,1%,1%,"29,596",69%,62%,58%,"2,094",5%,5%,5%,907,2%,4%,3%,"3,449",8%,14%,11%,262,1%,1%,1%
E14000850,North Somerset,E12000009,South West,"70,582","21,283","49,299","3,759",8%,7%,5%,68,0%,0%,4%,"1,064",2%,2%,5%,"1,295",3%,5%,7%,75,0%,0%,1%,466,1%,1%,1%,"34,599",70%,62%,58%,"2,212",4%,5%,5%,"1,386",3%,4%,3%,"4,131",8%,14%,11%,244,0%,1%,1%
E14000851,North Swindon,E12000009,South West,"78,406","22,238","56,168","2,162",4%,7%,5%,37,0%,0%,4%,643,1%,2%,5%,"3,984",7%,5%,7%,214,0%,0%,1%,646,1%,1%,1%,"38,138",68%,62%,58%,"3,393",6%,5%,5%,"2,415",4%,4%,3%,"4,292",8%,14%,11%,244,0%,1%,1%
E14000860,North Wiltshire,E12000009,South West,"64,211","18,738","45,473","4,244",9%,7%,5%,74,0%,0%,4%,768,2%,2%,5%,"1,179",3%,5%,7%,67,0%,0%,1%,338,1%,1%,1%,"30,882",68%,62%,58%,"1,917",4%,5%,5%,"1,178",3%,4%,3%,"4,539",10%,14%,11%,287,1%,1%,1%
E14000879,"Plymouth, Moor View",E12000009,South West,"66,011","26,107","39,904",895,2%,7%,5%,19,0%,0%,4%,133,0%,2%,5%,"5,077",13%,5%,7%,357,1%,0%,1%,885,2%,1%,1%,"24,852",62%,62%,58%,"2,747",7%,5%,5%,857,2%,4%,3%,"3,718",9%,14%,11%,364,1%,1%,1%
E14000880,"Plymouth, Sutton and Devonport",E12000009,South West,"86,593","35,459","51,134","1,788",3%,7%,5%,37,0%,0%,4%,461,1%,2%,5%,"5,994",12%,5%,7%,381,1%,0%,1%,791,2%,1%,1%,"24,967",49%,62%,58%,"3,073",6%,5%,5%,"1,555",3%,4%,3%,"11,580",23%,14%,11%,507,1%,1%,1%
E14000881,Poole,E12000009,South West,"68,409","22,138","46,271","2,658",6%,7%,5%,76,0%,0%,4%,899,2%,2%,5%,"2,652",6%,5%,7%,112,0%,0%,1%,625,1%,1%,1%,"28,568",62%,62%,58%,"2,432",5%,5%,5%,"2,332",5%,4%,3%,"5,602",12%,14%,11%,315,1%,1%,1%
E14000912,Salisbury,E12000009,South West,"65,429","18,906","46,523","2,971",6%,7%,5%,81,0%,0%,4%,919,2%,2%,5%,"2,282",5%,5%,7%,138,0%,0%,1%,336,1%,1%,1%,"29,078",63%,62%,58%,"2,358",5%,5%,5%,"1,486",3%,4%,3%,"6,609",14%,14%,11%,265,1%,1%,1%
E14000932,Somerton and Frome,E12000009,South West,"74,317","23,669","50,648","5,211",10%,7%,5%,110,0%,0%,4%,615,1%,2%,5%,725,1%,5%,7%,110,0%,0%,1%,386,1%,1%,1%,"34,511",68%,62%,58%,"2,285",5%,5%,5%,841,2%,4%,3%,"5,509",11%,14%,11%,345,1%,1%,1%
E14000936,South Dorset,E12000009,South West,"67,174","24,577","42,597","2,706",6%,7%,5%,52,0%,0%,4%,620,1%,2%,5%,"2,288",5%,5%,7%,152,0%,0%,1%,642,2%,1%,1%,"25,354",60%,62%,58%,"2,258",5%,5%,5%,"1,371",3%,4%,3%,"6,723",16%,14%,11%,431,1%,1%,1%
E14000938,South East Cornwall,E12000009,South West,"64,932","23,650","41,282","3,609",9%,7%,5%,34,0%,0%,4%,512,1%,2%,5%,"1,291",3%,5%,7%,99,0%,0%,1%,654,2%,1%,1%,"26,678",65%,62%,58%,"1,968",5%,5%,5%,649,2%,4%,3%,"5,277",13%,14%,11%,511,1%,1%,1%
E14000947,South Swindon,E12000009,South West,"75,674","22,343","53,331","2,191",4%,7%,5%,49,0%,0%,4%,809,2%,2%,5%,"5,372",10%,5%,7%,293,1%,0%,1%,531,1%,1%,1%,"31,401",59%,62%,58%,"3,354",6%,5%,5%,"2,252",4%,4%,3%,"6,771",13%,14%,11%,308,1%,1%,1%
E14000950,South West Devon,E12000009,South West,"64,348","20,702","43,646","2,446",6%,7%,5%,37,0%,0%,4%,247,1%,2%,5%,"2,560",6%,5%,7%,117,0%,0%,1%,819,2%,1%,1%,"30,236",69%,62%,58%,"2,169",5%,5%,5%,906,2%,4%,3%,"3,648",8%,14%,11%,461,1%,1%,1%
E14000954,South West Wiltshire,E12000009,South West,"70,101","22,234","47,867","3,268",7%,7%,5%,84,0%,0%,4%,"1,582",3%,2%,5%,785,2%,5%,7%,163,0%,0%,1%,401,1%,1%,1%,"31,561",66%,62%,58%,"2,743",6%,5%,5%,"1,243",3%,4%,3%,"5,776",12%,14%,11%,261,1%,1%,1%
E14000961,St Austell and Newquay,E12000009,South West,"71,640","26,319","45,321","3,184",7%,7%,5%,35,0%,0%,4%,337,1%,2%,5%,963,2%,5%,7%,161,0%,0%,1%,521,1%,1%,1%,"30,740",68%,62%,58%,"2,724",6%,5%,5%,587,1%,4%,3%,"5,676",13%,14%,11%,393,1%,1%,1%
E14000964,St Ives,E12000009,South West,"61,996","23,116","38,880","4,074",10%,7%,5%,43,0%,0%,4%,415,1%,2%,5%,922,2%,5%,7%,78,0%,0%,1%,471,1%,1%,1%,"22,386",58%,62%,58%,"1,892",5%,5%,5%,"1,024",3%,4%,3%,"7,110",18%,14%,11%,465,1%,1%,1%
E14000980,Stroud,E12000009,South West,"72,855","21,667","51,188","4,261",8%,7%,5%,65,0%,0%,4%,743,1%,2%,5%,"1,173",2%,5%,7%,85,0%,0%,1%,455,1%,1%,1%,"35,756",70%,62%,58%,"2,642",5%,5%,5%,"1,153",2%,4%,3%,"4,596",9%,14%,11%,259,1%,1%,1%
E14000988,Taunton Deane,E12000009,South West,"78,921","24,677","54,244","3,624",7%,7%,5%,59,0%,0%,4%,647,1%,2%,5%,"1,251",2%,5%,7%,115,0%,0%,1%,642,1%,1%,1%,"32,557",60%,62%,58%,"2,892",5%,5%,5%,"3,496",6%,4%,3%,"8,610",16%,14%,11%,351,1%,1%,1%
E14000990,Tewkesbury,E12000009,South West,"71,622","21,711","49,911","3,137",6%,7%,5%,43,0%,0%,4%,340,1%,2%,5%,"2,450",5%,5%,7%,58,0%,0%,1%,547,1%,1%,1%,"33,914",68%,62%,58%,"2,374",5%,5%,5%,"2,396",5%,4%,3%,"4,424",9%,14%,11%,228,0%,1%,1%
E14000991,The Cotswolds,E12000009,South West,"69,175","21,492","47,683","5,326",11%,7%,5%,171,0%,0%,4%,775,2%,2%,5%,584,1%,5%,7%,89,0%,0%,1%,319,1%,1%,1%,"30,692",64%,62%,58%,"2,119",4%,5%,5%,943,2%,4%,3%,"6,305",13%,14%,11%,360,1%,1%,1%
E14000994,Thornbury and Yate,E12000009,South West,"60,901","18,484","42,417","2,791",7%,7%,5%,37,0%,0%,4%,521,1%,2%,5%,"1,030",2%,5%,7%,87,0%,0%,1%,516,1%,1%,1%,"30,405",72%,62%,58%,"1,966",5%,5%,5%,"1,226",3%,4%,3%,"3,593",8%,14%,11%,245,1%,1%,1%
E14000996,Tiverton and Honiton,E12000009,South West,"69,323","23,193","46,130","4,851",11%,7%,5%,64,0%,0%,4%,593,1%,2%,5%,972,2%,5%,7%,90,0%,0%,1%,428,1%,1%,1%,"29,346",64%,62%,58%,"2,351",5%,5%,5%,812,2%,4%,3%,"6,309",14%,14%,11%,314,1%,1%,1%
E14000999,Torbay,E12000009,South West,"69,920","26,643","43,277","2,702",6%,7%,5%,26,0%,0%,4%,446,1%,2%,5%,"1,962",5%,5%,7%,266,1%,0%,1%,634,1%,1%,1%,"26,379",61%,62%,58%,"2,620",6%,5%,5%,605,1%,4%,3%,"7,303",17%,14%,11%,334,1%,1%,1%
E14001000,Torridge and West Devon,E12000009,South West,"70,708","25,914","44,794","5,318",12%,7%,5%,41,0%,0%,4%,240,1%,2%,5%,"1,225",3%,5%,7%,117,0%,0%,1%,407,1%,1%,1%,"28,167",63%,62%,58%,"2,212",5%,5%,5%,550,1%,4%,3%,"6,122",14%,14%,11%,395,1%,1%,1%
E14001001,Totnes,E12000009,South West,"59,531","23,115","36,416","3,968",11%,7%,5%,52,0%,0%,4%,523,1%,2%,5%,"1,016",3%,5%,7%,142,0%,0%,1%,496,1%,1%,1%,"21,779",60%,62%,58%,"1,833",5%,5%,5%,500,1%,4%,3%,"5,666",16%,14%,11%,441,1%,1%,1%
E14001003,Truro and Falmouth,E12000009,South West,"65,953","24,122","41,831","3,545",8%,7%,5%,37,0%,0%,4%,613,1%,2%,5%,"1,412",3%,5%,7%,147,0%,0%,1%,426,1%,1%,1%,"25,613",61%,62%,58%,"2,030",5%,5%,5%,818,2%,4%,3%,"6,781",16%,14%,11%,409,1%,1%,1%
E14001026,Wells,E12000009,South West,"74,015","24,856","49,159","4,316",9%,7%,5%,54,0%,0%,4%,326,1%,2%,5%,726,1%,5%,7%,76,0%,0%,1%,418,1%,1%,1%,"32,308",66%,62%,58%,"2,388",5%,5%,5%,"1,498",3%,4%,3%,"6,721",14%,14%,11%,328,1%,1%,1%
E14001031,West Dorset,E12000009,South West,"67,546","23,696","43,850","4,421",10%,7%,5%,93,0%,0%,4%,546,1%,2%,5%,746,2%,5%,7%,137,0%,0%,1%,406,1%,1%,1%,"26,504",60%,62%,58%,"1,958",4%,5%,5%,"1,103",3%,4%,3%,"7,571",17%,14%,11%,365,1%,1%,1%
E14001038,Weston-Super-Mare,E12000009,South West,"74,770","26,506","48,264","2,663",6%,7%,5%,34,0%,0%,4%,"1,275",3%,2%,5%,"1,646",3%,5%,7%,291,1%,0%,1%,509,1%,1%,1%,"32,227",67%,62%,58%,"2,903",6%,5%,5%,"1,306",3%,4%,3%,"5,118",11%,14%,11%,292,1%,1%,1%
E14001060,Yeovil,E12000009,South West,"76,841","24,208","52,633","2,931",6%,7%,5%,50,0%,0%,4%,246,0%,2%,5%,831,2%,5%,7%,129,0%,0%,1%,573,1%,1%,1%,"33,875",64%,62%,58%,"3,200",6%,5%,5%,"1,829",3%,4%,3%,"8,689",17%,14%,11%,280,1%,1%,1%
W07000041,Ynys Mon,W92000004,Wales,"50,818","20,387","30,431","2,084",7%,5%,5%,22,0%,0%,4%,215,1%,2%,5%,812,3%,5%,7%,117,0%,0%,1%,221,1%,1%,1%,"21,424",70%,67%,58%,"1,857",6%,7%,5%,481,2%,1%,3%,"2,903",10%,11%,11%,295,1%,1%,1%
